20250708 20:52,96.52365923395277,96.55094103294479,95.41175228711099,95.9593349940827,0.0
20250709 20:52,100.09137053434546,100.79973204257979,99.32584347876721,100.34093622498945,0.0
20250710 20:52,101.62005774784718,102.08333282599807,101.10935341419456,101.11156707875097,0.0
20250711 20:52,106.11280886871769,106.43815738272612,104.05697301245152,106.56805784168556,0.0
20250712 20:52,107.59164275926338,109.56608007362436,107.11740321963673,106.86246392196105,0.0
20250713 20:52,105.32893280771727,106.49096706179698,104.82705272963061,105.58943321183013,0.0
20250714 20:52,104.7639373324286,105.44869250373861,102.77409824012383,104.97656644344939,0.0
20250715 20:52,101.82417561414647,103.28958750098964,99.80632667788362,101.63993407965972,0.0
20250716 20:52,102.91590009486234,104.74006422037907,101.75517541811234,102.98261520646403,0.0
20250717 20:52,100.14680344356397,101.56870421636042,99.90730486981649,100.61914832212325,0.0
20250718 20:52,102.47449814441087,103.50792699104204,101.15632780834487,102.35637151717596,0.0
20250719 20:52,105.57381980769259,107.13818284856329,104.03819430537592,105.7073140223048,0.0
20250720 20:52,110.92232343406897,113.10893276766555,110.40643788273663,110.05269349195274,0.0
20250721 20:52,110.91898510774136,111.95236948131519,109.55545754930202,110.29672036264857,0.0
20250722 20:52,115.6416938167571,116.8697984717241,114.16379701385402,115.03676638508178,0.0
20250723 20:52,113.50860057053607,115.28091774865494,112.38040905820687,112.73874937483032,0.0
20250724 20:52,111.0626690996561,112.45223161292284,109.13458063463254,110.46917100450551,0.0
20250725 20:52,111.00573417657202,112.67972712479965,109.3150738683842,111.00754747478672,0.0
20250726 20:52,113.05333974971968,115.12727480833557,112.88431068499493,113.18900639648658,0.0
20250727 20:52,116.36494467705187,116.53266551310531,116.23964953319121,116.60587271145789,0.0
20250728 20:52,120.05379225202184,121.99740291484873,117.77854971565293,120.97082294297238,0.0
20250729 20:52,122.28622266066755,122.825634637865,121.92095603201591,122.80698544240474,0.0
20250730 20:52,126.89328194773142,129.21421902770356,125.32783114210788,127.54155566700132,0.0
20250731 20:52,126.62896828397983,127.45076186163517,126.26521899832201,125.71874022285398,0.0
20250801 20:52,122.17711505269372,122.53501523001687,120.50750959214265,121.36878320548813,0.0
20250802 20:52,117.03845410595504,119.34521724735552,116.20409133021872,116.06679760047328,0.0
20250803 20:52,113.89503840567491,116.11788372775715,113.16424729379577,114.39100021093664,0.0
20250804 20:52,109.4597619642484,110.74631469325102,108.88605002500663,109.73731858064129,0.0
20250805 20:52,104.63083856555409,106.10309691002041,103.58639653555625,105.0572454988656,0.0
20250806 20:52,101.50337037256064,102.65025678961436,101.38423357277419,101.42770947119442,0.0
