20250708 20:52,104.99659360405968,105.97913719926642,103.39936787549728,105.55682113474352,0.0
20250709 20:52,102.01566136084534,103.48169696467777,101.91536436251903,101.40115874230852,0.0
20250710 20:52,100.9315923509659,101.95774743446854,100.21337857015257,100.70797559805668,0.0
20250711 20:52,105.32316912657672,106.60746365264293,104.06379748309514,105.44804102658209,0.0
20250712 20:52,104.5683720727502,105.1809279311292,104.27536105938857,103.93603032997027,0.0
20250713 20:52,108.97841753110775,109.44108847136454,106.80783497733387,109.18288414817184,0.0
20250714 20:52,104.62503088759617,105.87798006450541,102.79683656195454,103.93380748965035,0.0
20250715 20:52,104.99803157138884,105.04694696463834,103.37053402490695,105.76931173763755,0.0
20250716 20:52,106.67037887265391,108.31264561735965,104.73788623658155,107.3562815030121,0.0
20250717 20:52,107.80059868751599,108.52239938787478,107.08741836572321,108.26585256254359,0.0
20250718 20:52,109.19684212586162,110.26247611522562,108.98732983494004,109.96966168842923,0.0
20250719 20:52,106.54925943817554,108.34798288270491,106.33919266727038,107.5675582711314,0.0
20250720 20:52,108.69845340407421,110.3051785432137,106.86644048590941,108.95749747527192,0.0
20250721 20:52,106.47463500954467,107.08491058047808,105.89389293050684,105.72819885492531,0.0
20250722 20:52,101.49482624862056,102.38564566194302,101.17341335175509,100.65957436629208,0.0
20250723 20:52,102.83537917394705,103.34107118894265,101.7834230006194,102.61078159751222,0.0
20250724 20:52,99.8181983733095,99.93946958489992,97.95093830356564,99.04275277632954,0.0
20250725 20:52,98.54605706131011,99.08379724625448,96.9369119364802,99.0808924772998,0.0
20250726 20:52,94.83501180984179,96.6955323136541,93.2863876125446,94.77693704309975,0.0
20250727 20:52,91.79870626341133,92.5862464548982,90.49202668115726,92.5686837370465,0.0
20250728 20:52,90.15421255354848,90.52354658517056,88.79907636315177,89.76292043814226,0.0
20250729 20:52,90.98844161220129,92.40422225825071,89.67192049767746,90.59614128914248,0.0
20250730 20:52,95.03127113645898,95.26618533603241,93.73403893125578,94.96363623369388,0.0
20250731 20:52,90.60789478174294,90.91006474306255,90.55495182079062,89.7917809565011,0.0
20250801 20:52,85.33268754443552,85.45471891939096,85.27506303388668,85.22325547619539,0.0
20250802 20:52,84.49290973422998,85.15585247866956,84.23239965771386,85.28483342508154,0.0
20250803 20:52,86.0417970898858,87.34948605545516,86.01570980052202,86.27714884379185,0.0
20250804 20:52,85.48769680428283,86.43108232041897,84.44730237905402,85.75007297075975,0.0
20250805 20:52,89.03045513869728,90.2482895597882,88.6201530472369,88.28304869109195,0.0
